date,date_key,year,day_of_year,day_of_month,iso_day_of_week,day_name_pt,week_of_year,month,year_month,month_name,quarter,quarter_name,semester,trimestre,is_weekend
2026-03-03,20260303,2026,62,3,2,terça-feira,10,3,2026-03,Março,1,Q1,1,T1,False
2026-03-04,20260304,2026,63,4,3,quarta-feira,10,3,2026-03,Março,1,Q1,1,T1,False
2026-03-05,20260305,2026,64,5,4,quinta-feira,10,3,2026-03,Março,1,Q1,1,T1,False
2026-03-06,20260306,2026,65,6,5,sexta-feira,10,3,2026-03,Março,1,Q1,1,T1,False
2026-03-07,20260307,2026,66,7,6,sábado,10,3,2026-03,Março,1,Q1,1,T1,True
2026-03-08,20260308,2026,67,8,7,domingo,10,3,2026-03,Março,1,Q1,1,T1,True
2026-03-09,20260309,2026,68,9,1,segunda-feira,11,3,2026-03,Março,1,Q1,1,T1,False
2026-03-10,20260310,2026,69,10,2,terça-feira,11,3,2026-03,Março,1,Q1,1,T1,False
2026-03-11,20260311,2026,70,11,3,quarta-feira,11,3,2026-03,Março,1,Q1,1,T1,False
2026-03-12,20260312,2026,71,12,4,quinta-feira,11,3,2026-03,Março,1,Q1,1,T1,False
2026-03-13,20260313,2026,72,13,5,sexta-feira,11,3,2026-03,Março,1,Q1,1,T1,False
2026-03-14,20260314,2026,73,14,6,sábado,11,3,2026-03,Março,1,Q1,1,T1,True
2026-03-15,20260315,2026,74,15,7,domingo,11,3,2026-03,Março,1,Q1,1,T1,True
2026-03-16,20260316,2026,75,16,1,segunda-feira,12,3,2026-03,Março,1,Q1,1,T1,False
2026-03-17,20260317,2026,76,17,2,terça-feira,12,3,2026-03,Março,1,Q1,1,T1,False
2026-03-18,20260318,2026,77,18,3,quarta-feira,12,3,2026-03,Março,1,Q1,1,T1,False
2026-03-19,20260319,2026,78,19,4,quinta-feira,12,3,2026-03,Março,1,Q1,1,T1,False
2026-03-20,20260320,2026,79,20,5,sexta-feira,12,3,2026-03,Março,1,Q1,1,T1,False
2026-03-21,20260321,2026,80,21,6,sábado,12,3,2026-03,Março,1,Q1,1,T1,True
2026-03-22,20260322,2026,81,22,7,domingo,12,3,2026-03,Março,1,Q1,1,T1,True
2026-03-23,20260323,2026,82,23,1,segunda-feira,13,3,2026-03,Março,1,Q1,1,T1,False
2026-03-24,20260324,2026,83,24,2,terça-feira,13,3,2026-03,Março,1,Q1,1,T1,False
2026-03-25,20260325,2026,84,25,3,quarta-feira,13,3,2026-03,Março,1,Q1,1,T1,False
2026-03-26,20260326,2026,85,26,4,quinta-feira,13,3,2026-03,Março,1,Q1,1,T1,False
2026-03-27,20260327,2026,86,27,5,sexta-feira,13,3,2026-03,Março,1,Q1,1,T1,False
2026-03-28,20260328,2026,87,28,6,sábado,13,3,2026-03,Março,1,Q1,1,T1,True
2026-03-29,20260329,2026,88,29,7,domingo,13,3,2026-03,Março,1,Q1,1,T1,True
2026-03-30,20260330,2026,89,30,1,segunda-feira,14,3,2026-03,Março,1,Q1,1,T1,False
2026-03-31,20260331,2026,90,31,2,terça-feira,14,3,2026-03,Março,1,Q1,1,T1,False
2026-04-01,20260401,2026,91,1,3,quarta-feira,14,4,2026-04,Abril,2,Q2,1,T2,False
2026-04-02,20260402,2026,92,2,4,quinta-feira,14,4,2026-04,Abril,2,Q2,1,T2,False
2026-04-03,20260403,2026,93,3,5,sexta-feira,14,4,2026-04,Abril,2,Q2,1,T2,False
2026-04-04,20260404,2026,94,4,6,sábado,14,4,2026-04,Abril,2,Q2,1,T2,True
2026-04-05,20260405,2026,95,5,7,domingo,14,4,2026-04,Abril,2,Q2,1,T2,True
2026-04-06,20260406,2026,96,6,1,segunda-feira,15,4,2026-04,Abril,2,Q2,1,T2,False
2026-04-07,20260407,2026,97,7,2,terça-feira,15,4,2026-04,Abril,2,Q2,1,T2,False
2026-04-08,20260408,2026,98,8,3,quarta-feira,15,4,2026-04,Abril,2,Q2,1,T2,False
2026-04-09,20260409,2026,99,9,4,quinta-feira,15,4,2026-04,Abril,2,Q2,1,T2,False
2026-04-10,20260410,2026,100,10,5,sexta-feira,15,4,2026-04,Abril,2,Q2,1,T2,False
2026-04-11,20260411,2026,101,11,6,sábado,15,4,2026-04,Abril,2,Q2,1,T2,True
2026-04-12,20260412,2026,102,12,7,domingo,15,4,2026-04,Abril,2,Q2,1,T2,True
2026-04-13,20260413,2026,103,13,1,segunda-feira,16,4,2026-04,Abril,2,Q2,1,T2,False
2026-04-14,20260414,2026,104,14,2,terça-feira,16,4,2026-04,Abril,2,Q2,1,T2,False
2026-04-15,20260415,2026,105,15,3,quarta-feira,16,4,2026-04,Abril,2,Q2,1,T2,False
2026-04-16,20260416,2026,106,16,4,quinta-feira,16,4,2026-04,Abril,2,Q2,1,T2,False
2026-04-17,20260417,2026,107,17,5,sexta-feira,16,4,2026-04,Abril,2,Q2,1,T2,False
2026-04-18,20260418,2026,108,18,6,sábado,16,4,2026-04,Abril,2,Q2,1,T2,True
2026-04-19,20260419,2026,109,19,7,domingo,16,4,2026-04,Abril,2,Q2,1,T2,True
2026-04-20,20260420,2026,110,20,1,segunda-feira,17,4,2026-04,Abril,2,Q2,1,T2,False
2026-04-21,20260421,2026,111,21,2,terça-feira,17,4,2026-04,Abril,2,Q2,1,T2,False
2026-04-22,20260422,2026,112,22,3,quarta-feira,17,4,2026-04,Abril,2,Q2,1,T2,False
2026-04-23,20260423,2026,113,23,4,quinta-feira,17,4,2026-04,Abril,2,Q2,1,T2,False
2026-04-24,20260424,2026,114,24,5,sexta-feira,17,4,2026-04,Abril,2,Q2,1,T2,False
2026-04-25,20260425,2026,115,25,6,sábado,17,4,2026-04,Abril,2,Q2,1,T2,True
2026-04-26,20260426,2026,116,26,7,domingo,17,4,2026-04,Abril,2,Q2,1,T2,True
2026-04-27,20260427,2026,117,27,1,segunda-feira,18,4,2026-04,Abril,2,Q2,1,T2,False
2026-04-28,20260428,2026,118,28,2,terça-feira,18,4,2026-04,Abril,2,Q2,1,T2,False
2026-04-29,20260429,2026,119,29,3,quarta-feira,18,4,2026-04,Abril,2,Q2,1,T2,False
2026-04-30,20260430,2026,120,30,4,quinta-feira,18,4,2026-04,Abril,2,Q2,1,T2,False
2026-05-01,20260501,2026,121,1,5,sexta-feira,18,5,2026-05,Maio,2,Q2,1,T2,False
2026-05-02,20260502,2026,122,2,6,sábado,18,5,2026-05,Maio,2,Q2,1,T2,True
2026-05-03,20260503,2026,123,3,7,domingo,18,5,2026-05,Maio,2,Q2,1,T2,True
2026-05-04,20260504,2026,124,4,1,segunda-feira,19,5,2026-05,Maio,2,Q2,1,T2,False
2026-05-05,20260505,2026,125,5,2,terça-feira,19,5,2026-05,Maio,2,Q2,1,T2,False
2026-05-06,20260506,2026,126,6,3,quarta-feira,19,5,2026-05,Maio,2,Q2,1,T2,False
2026-05-07,20260507,2026,127,7,4,quinta-feira,19,5,2026-05,Maio,2,Q2,1,T2,False
2026-05-08,20260508,2026,128,8,5,sexta-feira,19,5,2026-05,Maio,2,Q2,1,T2,False
2026-05-09,20260509,2026,129,9,6,sábado,19,5,2026-05,Maio,2,Q2,1,T2,True
2026-05-10,20260510,2026,130,10,7,domingo,19,5,2026-05,Maio,2,Q2,1,T2,True
2026-05-11,20260511,2026,131,11,1,segunda-feira,20,5,2026-05,Maio,2,Q2,1,T2,False
2026-05-12,20260512,2026,132,12,2,terça-feira,20,5,2026-05,Maio,2,Q2,1,T2,False
2026-05-13,20260513,2026,133,13,3,quarta-feira,20,5,2026-05,Maio,2,Q2,1,T2,False
2026-05-14,20260514,2026,134,14,4,quinta-feira,20,5,2026-05,Maio,2,Q2,1,T2,False
2026-05-15,20260515,2026,135,15,5,sexta-feira,20,5,2026-05,Maio,2,Q2,1,T2,False
2026-05-16,20260516,2026,136,16,6,sábado,20,5,2026-05,Maio,2,Q2,1,T2,True
2026-05-17,20260517,2026,137,17,7,domingo,20,5,2026-05,Maio,2,Q2,1,T2,True
2026-05-18,20260518,2026,138,18,1,segunda-feira,21,5,2026-05,Maio,2,Q2,1,T2,False
2026-05-19,20260519,2026,139,19,2,terça-feira,21,5,2026-05,Maio,2,Q2,1,T2,False
2026-05-20,20260520,2026,140,20,3,quarta-feira,21,5,2026-05,Maio,2,Q2,1,T2,False
2026-05-21,20260521,2026,141,21,4,quinta-feira,21,5,2026-05,Maio,2,Q2,1,T2,False
2026-05-22,20260522,2026,142,22,5,sexta-feira,21,5,2026-05,Maio,2,Q2,1,T2,False
2026-05-23,20260523,2026,143,23,6,sábado,21,5,2026-05,Maio,2,Q2,1,T2,True
2026-05-24,20260524,2026,144,24,7,domingo,21,5,2026-05,Maio,2,Q2,1,T2,True
2026-05-25,20260525,2026,145,25,1,segunda-feira,22,5,2026-05,Maio,2,Q2,1,T2,False
2026-05-26,20260526,2026,146,26,2,terça-feira,22,5,2026-05,Maio,2,Q2,1,T2,False
2026-05-27,20260527,2026,147,27,3,quarta-feira,22,5,2026-05,Maio,2,Q2,1,T2,False
2026-05-28,20260528,2026,148,28,4,quinta-feira,22,5,2026-05,Maio,2,Q2,1,T2,False
2026-05-29,20260529,2026,149,29,5,sexta-feira,22,5,2026-05,Maio,2,Q2,1,T2,False
2026-05-30,20260530,2026,150,30,6,sábado,22,5,2026-05,Maio,2,Q2,1,T2,True
2026-05-31,20260531,2026,151,31,7,domingo,22,5,2026-05,Maio,2,Q2,1,T2,True
2026-06-01,20260601,2026,152,1,1,segunda-feira,23,6,2026-06,Junho,2,Q2,1,T2,False
2026-06-02,20260602,2026,153,2,2,terça-feira,23,6,2026-06,Junho,2,Q2,1,T2,False
2026-06-03,20260603,2026,154,3,3,quarta-feira,23,6,2026-06,Junho,2,Q2,1,T2,False
2026-06-04,20260604,2026,155,4,4,quinta-feira,23,6,2026-06,Junho,2,Q2,1,T2,False
2026-06-05,20260605,2026,156,5,5,sexta-feira,23,6,2026-06,Junho,2,Q2,1,T2,False
2026-06-06,20260606,2026,157,6,6,sábado,23,6,2026-06,Junho,2,Q2,1,T2,True
2026-06-07,20260607,2026,158,7,7,domingo,23,6,2026-06,Junho,2,Q2,1,T2,True
2026-06-08,20260608,2026,159,8,1,segunda-feira,24,6,2026-06,Junho,2,Q2,1,T2,False
2026-06-09,20260609,2026,160,9,2,terça-feira,24,6,2026-06,Junho,2,Q2,1,T2,False
2026-06-10,20260610,2026,161,10,3,quarta-feira,24,6,2026-06,Junho,2,Q2,1,T2,False
2026-06-11,20260611,2026,162,11,4,quinta-feira,24,6,2026-06,Junho,2,Q2,1,T2,False
2026-06-12,20260612,2026,163,12,5,sexta-feira,24,6,2026-06,Junho,2,Q2,1,T2,False
2026-06-13,20260613,2026,164,13,6,sábado,24,6,2026-06,Junho,2,Q2,1,T2,True
2026-06-14,20260614,2026,165,14,7,domingo,24,6,2026-06,Junho,2,Q2,1,T2,True
2026-06-15,20260615,2026,166,15,1,segunda-feira,25,6,2026-06,Junho,2,Q2,1,T2,False
2026-06-16,20260616,2026,167,16,2,terça-feira,25,6,2026-06,Junho,2,Q2,1,T2,False
2026-06-17,20260617,2026,168,17,3,quarta-feira,25,6,2026-06,Junho,2,Q2,1,T2,False
2026-06-18,20260618,2026,169,18,4,quinta-feira,25,6,2026-06,Junho,2,Q2,1,T2,False
2026-06-19,20260619,2026,170,19,5,sexta-feira,25,6,2026-06,Junho,2,Q2,1,T2,False
2026-06-20,20260620,2026,171,20,6,sábado,25,6,2026-06,Junho,2,Q2,1,T2,True
2026-06-21,20260621,2026,172,21,7,domingo,25,6,2026-06,Junho,2,Q2,1,T2,True
2026-06-22,20260622,2026,173,22,1,segunda-feira,26,6,2026-06,Junho,2,Q2,1,T2,False
2026-06-23,20260623,2026,174,23,2,terça-feira,26,6,2026-06,Junho,2,Q2,1,T2,False
2026-06-24,20260624,2026,175,24,3,quarta-feira,26,6,2026-06,Junho,2,Q2,1,T2,False
2026-06-25,20260625,2026,176,25,4,quinta-feira,26,6,2026-06,Junho,2,Q2,1,T2,False
2026-06-26,20260626,2026,177,26,5,sexta-feira,26,6,2026-06,Junho,2,Q2,1,T2,False
2026-06-27,20260627,2026,178,27,6,sábado,26,6,2026-06,Junho,2,Q2,1,T2,True
2026-06-28,20260628,2026,179,28,7,domingo,26,6,2026-06,Junho,2,Q2,1,T2,True
2026-06-29,20260629,2026,180,29,1,segunda-feira,27,6,2026-06,Junho,2,Q2,1,T2,False
2026-06-30,20260630,2026,181,30,2,terça-feira,27,6,2026-06,Junho,2,Q2,1,T2,False
2026-07-01,20260701,2026,182,1,3,quarta-feira,27,7,2026-07,Julho,3,Q3,2,T3,False
2026-07-02,20260702,2026,183,2,4,quinta-feira,27,7,2026-07,Julho,3,Q3,2,T3,False
2026-07-03,20260703,2026,184,3,5,sexta-feira,27,7,2026-07,Julho,3,Q3,2,T3,False
2026-07-04,20260704,2026,185,4,6,sábado,27,7,2026-07,Julho,3,Q3,2,T3,True
2026-07-05,20260705,2026,186,5,7,domingo,27,7,2026-07,Julho,3,Q3,2,T3,True
2026-07-06,20260706,2026,187,6,1,segunda-feira,28,7,2026-07,Julho,3,Q3,2,T3,False
2026-07-07,20260707,2026,188,7,2,terça-feira,28,7,2026-07,Julho,3,Q3,2,T3,False
2026-07-08,20260708,2026,189,8,3,quarta-feira,28,7,2026-07,Julho,3,Q3,2,T3,False
2026-07-09,20260709,2026,190,9,4,quinta-feira,28,7,2026-07,Julho,3,Q3,2,T3,False
2026-07-10,20260710,2026,191,10,5,sexta-feira,28,7,2026-07,Julho,3,Q3,2,T3,False
2026-07-11,20260711,2026,192,11,6,sábado,28,7,2026-07,Julho,3,Q3,2,T3,True
2026-07-12,20260712,2026,193,12,7,domingo,28,7,2026-07,Julho,3,Q3,2,T3,True
2026-07-13,20260713,2026,194,13,1,segunda-feira,29,7,2026-07,Julho,3,Q3,2,T3,False
2026-07-14,20260714,2026,195,14,2,terça-feira,29,7,2026-07,Julho,3,Q3,2,T3,False
2026-07-15,20260715,2026,196,15,3,quarta-feira,29,7,2026-07,Julho,3,Q3,2,T3,False
2026-07-16,20260716,2026,197,16,4,quinta-feira,29,7,2026-07,Julho,3,Q3,2,T3,False
2026-07-17,20260717,2026,198,17,5,sexta-feira,29,7,2026-07,Julho,3,Q3,2,T3,False
2026-07-18,20260718,2026,199,18,6,sábado,29,7,2026-07,Julho,3,Q3,2,T3,True
2026-07-19,20260719,2026,200,19,7,domingo,29,7,2026-07,Julho,3,Q3,2,T3,True
2026-07-20,20260720,2026,201,20,1,segunda-feira,30,7,2026-07,Julho,3,Q3,2,T3,False
2026-07-21,20260721,2026,202,21,2,terça-feira,30,7,2026-07,Julho,3,Q3,2,T3,False
2026-07-22,20260722,2026,203,22,3,quarta-feira,30,7,2026-07,Julho,3,Q3,2,T3,False
2026-07-23,20260723,2026,204,23,4,quinta-feira,30,7,2026-07,Julho,3,Q3,2,T3,False
2026-07-24,20260724,2026,205,24,5,sexta-feira,30,7,2026-07,Julho,3,Q3,2,T3,False
2026-07-25,20260725,2026,206,25,6,sábado,30,7,2026-07,Julho,3,Q3,2,T3,True
2026-07-26,20260726,2026,207,26,7,domingo,30,7,2026-07,Julho,3,Q3,2,T3,True
2026-07-27,20260727,2026,208,27,1,segunda-feira,31,7,2026-07,Julho,3,Q3,2,T3,False
2026-07-28,20260728,2026,209,28,2,terça-feira,31,7,2026-07,Julho,3,Q3,2,T3,False
2026-07-29,20260729,2026,210,29,3,quarta-feira,31,7,2026-07,Julho,3,Q3,2,T3,False
2026-07-30,20260730,2026,211,30,4,quinta-feira,31,7,2026-07,Julho,3,Q3,2,T3,False
2026-07-31,20260731,2026,212,31,5,sexta-feira,31,7,2026-07,Julho,3,Q3,2,T3,False
2026-08-01,20260801,2026,213,1,6,sábado,31,8,2026-08,Agosto,3,Q3,2,T3,True
2026-08-02,20260802,2026,214,2,7,domingo,31,8,2026-08,Agosto,3,Q3,2,T3,True
2026-08-03,20260803,2026,215,3,1,segunda-feira,32,8,2026-08,Agosto,3,Q3,2,T3,False
2026-08-04,20260804,2026,216,4,2,terça-feira,32,8,2026-08,Agosto,3,Q3,2,T3,False
2026-08-05,20260805,2026,217,5,3,quarta-feira,32,8,2026-08,Agosto,3,Q3,2,T3,False
2026-08-06,20260806,2026,218,6,4,quinta-feira,32,8,2026-08,Agosto,3,Q3,2,T3,False
2026-08-07,20260807,2026,219,7,5,sexta-feira,32,8,2026-08,Agosto,3,Q3,2,T3,False
2026-08-08,20260808,2026,220,8,6,sábado,32,8,2026-08,Agosto,3,Q3,2,T3,True
2026-08-09,20260809,2026,221,9,7,domingo,32,8,2026-08,Agosto,3,Q3,2,T3,True
2026-08-10,20260810,2026,222,10,1,segunda-feira,33,8,2026-08,Agosto,3,Q3,2,T3,False
2026-08-11,20260811,2026,223,11,2,terça-feira,33,8,2026-08,Agosto,3,Q3,2,T3,False
2026-08-12,20260812,2026,224,12,3,quarta-feira,33,8,2026-08,Agosto,3,Q3,2,T3,False
2026-08-13,20260813,2026,225,13,4,quinta-feira,33,8,2026-08,Agosto,3,Q3,2,T3,False
2026-08-14,20260814,2026,226,14,5,sexta-feira,33,8,2026-08,Agosto,3,Q3,2,T3,False
2026-08-15,20260815,2026,227,15,6,sábado,33,8,2026-08,Agosto,3,Q3,2,T3,True
2026-08-16,20260816,2026,228,16,7,domingo,33,8,2026-08,Agosto,3,Q3,2,T3,True
2026-08-17,20260817,2026,229,17,1,segunda-feira,34,8,2026-08,Agosto,3,Q3,2,T3,False
2026-08-18,20260818,2026,230,18,2,terça-feira,34,8,2026-08,Agosto,3,Q3,2,T3,False
2026-08-19,20260819,2026,231,19,3,quarta-feira,34,8,2026-08,Agosto,3,Q3,2,T3,False
2026-08-20,20260820,2026,232,20,4,quinta-feira,34,8,2026-08,Agosto,3,Q3,2,T3,False
2026-08-21,20260821,2026,233,21,5,sexta-feira,34,8,2026-08,Agosto,3,Q3,2,T3,False
2026-08-22,20260822,2026,234,22,6,sábado,34,8,2026-08,Agosto,3,Q3,2,T3,True
2026-08-23,20260823,2026,235,23,7,domingo,34,8,2026-08,Agosto,3,Q3,2,T3,True
2026-08-24,20260824,2026,236,24,1,segunda-feira,35,8,2026-08,Agosto,3,Q3,2,T3,False
2026-08-25,20260825,2026,237,25,2,terça-feira,35,8,2026-08,Agosto,3,Q3,2,T3,False
2026-08-26,20260826,2026,238,26,3,quarta-feira,35,8,2026-08,Agosto,3,Q3,2,T3,False
2026-08-27,20260827,2026,239,27,4,quinta-feira,35,8,2026-08,Agosto,3,Q3,2,T3,False
2026-08-28,20260828,2026,240,28,5,sexta-feira,35,8,2026-08,Agosto,3,Q3,2,T3,False
2026-08-29,20260829,2026,241,29,6,sábado,35,8,2026-08,Agosto,3,Q3,2,T3,True
2026-08-30,20260830,2026,242,30,7,domingo,35,8,2026-08,Agosto,3,Q3,2,T3,True
2026-08-31,20260831,2026,243,31,1,segunda-feira,36,8,2026-08,Agosto,3,Q3,2,T3,False
2026-09-01,20260901,2026,244,1,2,terça-feira,36,9,2026-09,Setembro,3,Q3,2,T3,False
2026-09-02,20260902,2026,245,2,3,quarta-feira,36,9,2026-09,Setembro,3,Q3,2,T3,False
2026-09-03,20260903,2026,246,3,4,quinta-feira,36,9,2026-09,Setembro,3,Q3,2,T3,False
2026-09-04,20260904,2026,247,4,5,sexta-feira,36,9,2026-09,Setembro,3,Q3,2,T3,False
2026-09-05,20260905,2026,248,5,6,sábado,36,9,2026-09,Setembro,3,Q3,2,T3,True
2026-09-06,20260906,2026,249,6,7,domingo,36,9,2026-09,Setembro,3,Q3,2,T3,True
2026-09-07,20260907,2026,250,7,1,segunda-feira,37,9,2026-09,Setembro,3,Q3,2,T3,False
2026-09-08,20260908,2026,251,8,2,terça-feira,37,9,2026-09,Setembro,3,Q3,2,T3,False
2026-09-09,20260909,2026,252,9,3,quarta-feira,37,9,2026-09,Setembro,3,Q3,2,T3,False
2026-09-10,20260910,2026,253,10,4,quinta-feira,37,9,2026-09,Setembro,3,Q3,2,T3,False
2026-09-11,20260911,2026,254,11,5,sexta-feira,37,9,2026-09,Setembro,3,Q3,2,T3,False
2026-09-12,20260912,2026,255,12,6,sábado,37,9,2026-09,Setembro,3,Q3,2,T3,True
2026-09-13,20260913,2026,256,13,7,domingo,37,9,2026-09,Setembro,3,Q3,2,T3,True
2026-09-14,20260914,2026,257,14,1,segunda-feira,38,9,2026-09,Setembro,3,Q3,2,T3,False
2026-09-15,20260915,2026,258,15,2,terça-feira,38,9,2026-09,Setembro,3,Q3,2,T3,False
2026-09-16,20260916,2026,259,16,3,quarta-feira,38,9,2026-09,Setembro,3,Q3,2,T3,False
2026-09-17,20260917,2026,260,17,4,quinta-feira,38,9,2026-09,Setembro,3,Q3,2,T3,False
2026-09-18,20260918,2026,261,18,5,sexta-feira,38,9,2026-09,Setembro,3,Q3,2,T3,False
2026-09-19,20260919,2026,262,19,6,sábado,38,9,2026-09,Setembro,3,Q3,2,T3,True
2026-09-20,20260920,2026,263,20,7,domingo,38,9,2026-09,Setembro,3,Q3,2,T3,True
2026-09-21,20260921,2026,264,21,1,segunda-feira,39,9,2026-09,Setembro,3,Q3,2,T3,False
2026-09-22,20260922,2026,265,22,2,terça-feira,39,9,2026-09,Setembro,3,Q3,2,T3,False
2026-09-23,20260923,2026,266,23,3,quarta-feira,39,9,2026-09,Setembro,3,Q3,2,T3,False
2026-09-24,20260924,2026,267,24,4,quinta-feira,39,9,2026-09,Setembro,3,Q3,2,T3,False
2026-09-25,20260925,2026,268,25,5,sexta-feira,39,9,2026-09,Setembro,3,Q3,2,T3,False
2026-09-26,20260926,2026,269,26,6,sábado,39,9,2026-09,Setembro,3,Q3,2,T3,True
2026-09-27,20260927,2026,270,27,7,domingo,39,9,2026-09,Setembro,3,Q3,2,T3,True
2026-09-28,20260928,2026,271,28,1,segunda-feira,40,9,2026-09,Setembro,3,Q3,2,T3,False
2026-09-29,20260929,2026,272,29,2,terça-feira,40,9,2026-09,Setembro,3,Q3,2,T3,False
2026-09-30,20260930,2026,273,30,3,quarta-feira,40,9,2026-09,Setembro,3,Q3,2,T3,False
2026-10-01,20261001,2026,274,1,4,quinta-feira,40,10,2026-10,Outubro,4,Q4,2,T4,False
2026-10-02,20261002,2026,275,2,5,sexta-feira,40,10,2026-10,Outubro,4,Q4,2,T4,False
2026-10-03,20261003,2026,276,3,6,sábado,40,10,2026-10,Outubro,4,Q4,2,T4,True
2026-10-04,20261004,2026,277,4,7,domingo,40,10,2026-10,Outubro,4,Q4,2,T4,True
2026-10-05,20261005,2026,278,5,1,segunda-feira,41,10,2026-10,Outubro,4,Q4,2,T4,False
2026-10-06,20261006,2026,279,6,2,terça-feira,41,10,2026-10,Outubro,4,Q4,2,T4,False
2026-10-07,20261007,2026,280,7,3,quarta-feira,41,10,2026-10,Outubro,4,Q4,2,T4,False
2026-10-08,20261008,2026,281,8,4,quinta-feira,41,10,2026-10,Outubro,4,Q4,2,T4,False
2026-10-09,20261009,2026,282,9,5,sexta-feira,41,10,2026-10,Outubro,4,Q4,2,T4,False
2026-10-10,20261010,2026,283,10,6,sábado,41,10,2026-10,Outubro,4,Q4,2,T4,True
2026-10-11,20261011,2026,284,11,7,domingo,41,10,2026-10,Outubro,4,Q4,2,T4,True
2026-10-12,20261012,2026,285,12,1,segunda-feira,42,10,2026-10,Outubro,4,Q4,2,T4,False
2026-10-13,20261013,2026,286,13,2,terça-feira,42,10,2026-10,Outubro,4,Q4,2,T4,False
2026-10-14,20261014,2026,287,14,3,quarta-feira,42,10,2026-10,Outubro,4,Q4,2,T4,False
2026-10-15,20261015,2026,288,15,4,quinta-feira,42,10,2026-10,Outubro,4,Q4,2,T4,False
2026-10-16,20261016,2026,289,16,5,sexta-feira,42,10,2026-10,Outubro,4,Q4,2,T4,False
2026-10-17,20261017,2026,290,17,6,sábado,42,10,2026-10,Outubro,4,Q4,2,T4,True
2026-10-18,20261018,2026,291,18,7,domingo,42,10,2026-10,Outubro,4,Q4,2,T4,True
2026-10-19,20261019,2026,292,19,1,segunda-feira,43,10,2026-10,Outubro,4,Q4,2,T4,False
2026-10-20,20261020,2026,293,20,2,terça-feira,43,10,2026-10,Outubro,4,Q4,2,T4,False
2026-10-21,20261021,2026,294,21,3,quarta-feira,43,10,2026-10,Outubro,4,Q4,2,T4,False
2026-10-22,20261022,2026,295,22,4,quinta-feira,43,10,2026-10,Outubro,4,Q4,2,T4,False
2026-10-23,20261023,2026,296,23,5,sexta-feira,43,10,2026-10,Outubro,4,Q4,2,T4,False
2026-10-24,20261024,2026,297,24,6,sábado,43,10,2026-10,Outubro,4,Q4,2,T4,True
2026-10-25,20261025,2026,298,25,7,domingo,43,10,2026-10,Outubro,4,Q4,2,T4,True
2026-10-26,20261026,2026,299,26,1,segunda-feira,44,10,2026-10,Outubro,4,Q4,2,T4,False
2026-10-27,20261027,2026,300,27,2,terça-feira,44,10,2026-10,Outubro,4,Q4,2,T4,False
2026-10-28,20261028,2026,301,28,3,quarta-feira,44,10,2026-10,Outubro,4,Q4,2,T4,False
2026-10-29,20261029,2026,302,29,4,quinta-feira,44,10,2026-10,Outubro,4,Q4,2,T4,False
2026-10-30,20261030,2026,303,30,5,sexta-feira,44,10,2026-10,Outubro,4,Q4,2,T4,False
2026-10-31,20261031,2026,304,31,6,sábado,44,10,2026-10,Outubro,4,Q4,2,T4,True
2026-11-01,20261101,2026,305,1,7,domingo,44,11,2026-11,Novembro,4,Q4,2,T4,True
2026-11-02,20261102,2026,306,2,1,segunda-feira,45,11,2026-11,Novembro,4,Q4,2,T4,False
2026-11-03,20261103,2026,307,3,2,terça-feira,45,11,2026-11,Novembro,4,Q4,2,T4,False
2026-11-04,20261104,2026,308,4,3,quarta-feira,45,11,2026-11,Novembro,4,Q4,2,T4,False
2026-11-05,20261105,2026,309,5,4,quinta-feira,45,11,2026-11,Novembro,4,Q4,2,T4,False
2026-11-06,20261106,2026,310,6,5,sexta-feira,45,11,2026-11,Novembro,4,Q4,2,T4,False
2026-11-07,20261107,2026,311,7,6,sábado,45,11,2026-11,Novembro,4,Q4,2,T4,True
2026-11-08,20261108,2026,312,8,7,domingo,45,11,2026-11,Novembro,4,Q4,2,T4,True
2026-11-09,20261109,2026,313,9,1,segunda-feira,46,11,2026-11,Novembro,4,Q4,2,T4,False
2026-11-10,20261110,2026,314,10,2,terça-feira,46,11,2026-11,Novembro,4,Q4,2,T4,False
2026-11-11,20261111,2026,315,11,3,quarta-feira,46,11,2026-11,Novembro,4,Q4,2,T4,False
2026-11-12,20261112,2026,316,12,4,quinta-feira,46,11,2026-11,Novembro,4,Q4,2,T4,False
2026-11-13,20261113,2026,317,13,5,sexta-feira,46,11,2026-11,Novembro,4,Q4,2,T4,False
2026-11-14,20261114,2026,318,14,6,sábado,46,11,2026-11,Novembro,4,Q4,2,T4,True
2026-11-15,20261115,2026,319,15,7,domingo,46,11,2026-11,Novembro,4,Q4,2,T4,True
2026-11-16,20261116,2026,320,16,1,segunda-feira,47,11,2026-11,Novembro,4,Q4,2,T4,False
2026-11-17,20261117,2026,321,17,2,terça-feira,47,11,2026-11,Novembro,4,Q4,2,T4,False
2026-11-18,20261118,2026,322,18,3,quarta-feira,47,11,2026-11,Novembro,4,Q4,2,T4,False
2026-11-19,20261119,2026,323,19,4,quinta-feira,47,11,2026-11,Novembro,4,Q4,2,T4,False
2026-11-20,20261120,2026,324,20,5,sexta-feira,47,11,2026-11,Novembro,4,Q4,2,T4,False
2026-11-21,20261121,2026,325,21,6,sábado,47,11,2026-11,Novembro,4,Q4,2,T4,True
2026-11-22,20261122,2026,326,22,7,domingo,47,11,2026-11,Novembro,4,Q4,2,T4,True
2026-11-23,20261123,2026,327,23,1,segunda-feira,48,11,2026-11,Novembro,4,Q4,2,T4,False
